Molecular_Weight,XLogP,Polar_Area,H-Bond_Donor_Count,H-Bond_Acceptor_Count,Has_Beta_Lactam,BetaLactam_AtomIdx,BetaLactam_Core_With_Attachments,SMILES,Mol,SMILES_Valid,Core_Scaffold_SMILES
356.4,2.6,48.5,1,5,False,,,CC(CCN1CCN(c2ccc(F)cc2)CC1)NC(=O)c1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bb580>,True,CC(CCN1CCN(c2ccc(F)cc2)CC1)NC(=O)c1cccnc1
433.3,2.7,121.0,2,6,True,"5,6,7,8,9,15,10,11",*[C@@H]1C(=O)N(*)[C@@H]1*,COC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(Cl)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bb5f0>,True,*[C@@H]1C(=O)N(*)[C@@H]1*
366.5,4.7,29.5,1,2,False,,,C#CC1(O)CCC2C3CC=C4C=C(OC5CCCC5)CCC4C3CCC21C,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bb660>,True,C#CC1(O)CCC2C3CC=C4C=C(OC5CCCC5)CCC4C3CCC21C
423.7,5.8,36.3,0,3,False,,,CC(=C(OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bb6d0>,True,CC(=C(OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1
272.4,4.2,25.4,0,3,False,,,CCCCc1cc2ccccc2c(OCCN(C)C)n1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bb740>,True,CCCCc1cc2ccccc2c(OCCN(C)C)n1
514.6,0.9,207.0,2,10,True,"6,7,8,9,10,11,28,27",*[C@@H]1C(=O)N(*)[C@@H]1*,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CSC12)c1csc(N)n1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bb7b0>,True,*[C@@H]1C(=O)N(*)[C@@H]1*
316.4,4.7,54.2,1,5,False,,,CCCCN(CCCC)CCNc1nc(-c2ccccc2)no1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bb820>,True,CCCCN(CCCC)CCNc1nc(-c2ccccc2)no1
274.79,3.4,16.1,0,2,False,,,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bb890>,True,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
321.33,-0.2,102.0,1,7,False,,,COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bb900>,True,COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O
321.5,5.6,29.5,0,3,False,,,O=C(OCCN1CCCCC1)C1(C2CCCCC2)CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bb970>,True,O=C(OCCN1CCCCC1)C1(C2CCCCC2)CCCCC1
479.1,5.4,38.8,1,4,False,,,O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bb9e0>,True,O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2
311.4,2.2,110.0,3,4,False,,,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1N,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bba50>,True,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1N
215.21,2.0,88.0,2,3,False,,,NC(=O)N=Nc1ccc2ccccc2c1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bbac0>,True,NC(=O)N=Nc1ccc2ccccc2c1O
253.25,2.7,57.6,1,4,False,,,O=C(O)Cn1c2ccccc2c(=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bbb30>,True,O=C(O)Cn1c2ccccc2c(=O)c2ccccc21
483.5,-7.2,288.0,11,15,False,,,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bbba0>,True,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O
298.4,3.5,48.9,0,3,False,,,CC(C(=O)N1c2ccccc2Sc2ccccc21)N(C)C,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bbc10>,True,CC(C(=O)N1c2ccccc2Sc2ccccc21)N(C)C
216.28,1.5,35.8,1,2,False,,,CN1CCCN=C1C=Cc1cccc(O)c1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bbc80>,True,CN1CCCN=C1C=Cc1cccc(O)c1
314.5,4.3,63.9,0,3,False,,,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bbcf0>,True,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1
87.12,-0.9,21.3,1,2,False,,,C1COCCN1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bbd60>,True,C1COCCN1
188.27,2.1,38.9,1,2,False,,,Nc1c2c(nc3c1CCC3)CCCC2,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bbdd0>,True,Nc1c2c(nc3c1CCC3)CCCC2
515.5,0.7,238.0,2,12,True,"6,7,8,9,10,11,28,27",*[C@@H]1C(=O)N(*)[C@@H]1*,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CSC12)c1nsc(N)n1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bbe40>,True,*[C@@H]1C(=O)N(*)[C@@H]1*
445.4,-0.15,57.7,1,4,False,,,C[N+]1(CCC(O)(c2ccccc2)c2cccs2)CCOCC1.[I-],<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bbeb0>,True,C[N+]1(CCC(O)(c2ccccc2)c2cccs2)CCOCC1.[I-]
356.4,3.6,32.8,0,5,False,,,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bbf20>,True,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1
569.1,3.8,108.0,1,9,False,,,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(C=O)=C4C=C(OCCCl)CCC4(C)C3(F)C(O)CC12C,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bbf90>,True,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(C=O)=C4C=C(OCCCl)CCC4(C)C3(F)C(O)CC12C
270.7,-0.7,137.0,2,6,False,,,NS(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc040>,True,NS(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
181.23,1.7,52.3,1,2,False,,,C#CCC1(OC(N)=O)CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc0b0>,True,C#CCC1(OC(N)=O)CCCCC1
214.2,0.9,119.0,1,5,False,,,O=C1NCCN1c1ncc([N+](=O)[O-])s1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc120>,True,O=C1NCCN1c1ncc([N+](=O)[O-])s1
378.4,2.7,121.0,2,6,True,"12,13,14,15,16,22,17,18",*[C@@H]1C(=O)N(*)[C@@H]1*,CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc190>,True,*[C@@H]1C(=O)N(*)[C@@H]1*
255.3,3.0,144.0,1,6,False,,,O=C(Nc1ncc([N+](=O)[O-])s1)c1cccs1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc200>,True,O=C(Nc1ncc([N+](=O)[O-])s1)c1cccs1
329.2,4.9,17.8,0,1,False,,,Clc1cc(Cl)c2c(c1)CCc1ccccc1C2n1ccnc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc270>,True,Clc1cc(Cl)c2c(c1)CCc1ccccc1C2n1ccnc1
313.3,2.2,81.7,1,5,False,,,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc2e0>,True,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1
370.9,4.6,23.6,0,2,False,,,CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc350>,True,CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1
178.23,0.3,33.2,0,2,False,,,CCN(CC)C(=O)c1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc3c0>,True,CCN(CC)C(=O)c1cccnc1
360.31,-4.42,141.0,1,12,False,,,O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.[Al+3].[Al+3].[O-2].[O-2].[O-2],<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc430>,True,O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.[Al+3].[Al+3].[O-2].[O-2].[O-2]
326.5,4.7,23.6,0,2,False,,,CCCCN(CCN(CC)CC)C(=O)c1cccc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc4a0>,True,CCCCN(CCN(CC)CC)C(=O)c1cccc2ccccc12
402.9,3.0,53.0,1,5,False,,,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5OC(=O)CCl)N3C1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc510>,True,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5OC(=O)CCl)N3C1O
377.28,-7.9,230.0,11,13,False,,,NC(CO)(CO)CO.O=C([O-])C(O)C(O)C(O)C(O)CO.[Al+3].[OH-].[OH-],<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc580>,True,NC(CO)(CO)CO.O=C([O-])C(O)C(O)C(O)C(O)CO.[Al+3].[OH-].[OH-]
278.3,3.0,32.7,0,1,False,,,Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc5f0>,True,Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1
666.9,3.1,46.9,2,4,False,,,C=CC[N+]12CCC34c5ccccc5N5C=C6C7CC8C9(CC[N+]8(CC=C)CC7=CCO)c7ccccc7N(C=C(C(CC31)C(=CCO)C2)C54)C69,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc660>,True,C=CC[N+]12CCC34c5ccccc5N5C=C6C7CC8C9(CC[N+]8(CC=C)CC7=CCO)c7ccccc7N(C=C(C(CC31)C(=CCO)C2)C54)C69
247.72,3.3,61.8,1,3,False,,,CC1CCC(NC(=O)N(CCCl)N=O)CC1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc6d0>,True,CC1CCC(NC(=O)N(CCCl)N=O)CC1
413.5,4.1,87.2,1,5,False,,,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1S2,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc740>,True,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1S2
142.18,-0.2,73.2,2,2,False,,,Cc1cc(=O)[nH]c(=S)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc7b0>,True,Cc1cc(=O)[nH]c(=S)[nH]1
464.9,2.9,97.3,0,7,False,,,CN1CCN(C=C2N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc820>,True,CN1CCN(C=C2N=C3CN=C(c4ccccc4Cl)c4cc([N+](=O)[O-])ccc4N3C2=O)CC1
295.4,3.8,23.5,1,2,False,,,OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc890>,True,OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1
234.28,2.0,108.0,2,3,False,,,Cn1c(O)c(N=NC(N)=S)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc900>,True,Cn1c(O)c(N=NC(N)=S)c2ccccc21
512.7,7.0,80.7,1,5,False,,,CC(=O)OC1CCC2(C)C(CCC3(C)C2C(=O)C=C2C4CC(C)(C(=O)O)CCC4(C)CCC23C)C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc970>,True,CC(=O)OC1CCC2(C)C(CCC3(C)C2C(=O)C=C2C4CC(C)(C(=O)O)CCC4(C)CCC23C)C1(C)C
203.92,-4.79,121.0,2,6,False,,,O=C([O-])C(O)C(O)C(=O)[O-].[Fe+2],<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bc9e0>,True,O=C([O-])C(O)C(O)C(=O)[O-].[Fe+2]
627.7,-1.0,280.0,4,14,False,,,CCN1CCN(C(=O)NC(C(=O)NC2(OC)C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC32)C(C)O)C(=O)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bca50>,True,CCN1CCN(C(=O)NC(C(=O)NC2(OC)C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC32)C(C)O)C(=O)C1=O
416.3,1.4,227.0,0,14,False,,,O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bcac0>,True,O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-]
493.6,1.87,108.0,1,7,False,,,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bcb30>,True,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O
367.4,3.1,61.9,1,4,False,,,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bcba0>,True,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2
264.32,2.3,58.4,0,3,False,,,CCCCCCn1c(=O)c2c(ncn2C)n(C)c1=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bcc10>,True,CCCCCCn1c(=O)c2c(ncn2C)n(C)c1=O
288.32,4.2,121.0,2,7,False,,,CCCOC(=O)c1sc(C(=O)OCCC)c(O)c1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bcc80>,True,CCCOC(=O)c1sc(C(=O)OCCC)c(O)c1O
608.7,4.1,118.0,1,10,False,,,COC(=O)C1C2CC3c4[nH]c5ccc(OC)cc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bccf0>,True,COC(=O)C1C2CC3c4[nH]c5ccc(OC)cc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC
284.4,3.6,9.2,0,1,False,,,C[N+](C)(C)CCOC(Cc1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bcd60>,True,C[N+](C)(C)CCOC(Cc1ccccc1)c1ccccc1
232.28,2.7,49.4,1,2,False,,,CCCCC1C(=O)NN(c2ccccc2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bcdd0>,True,CCCCC1C(=O)NN(c2ccccc2)C1=O
261.23,-0.2,76.1,1,6,False,,,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bce40>,True,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
135.06,-3.04,68.2,3,5,False,,,NCC(=O)[O-].[Al+3].[OH-].[OH-],<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bceb0>,True,NCC(=O)[O-].[Al+3].[OH-].[OH-]
267.32,-0.1,108.0,5,4,False,,,CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bcf20>,True,CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1
179.26,2.6,21.3,1,2,False,,,CNC(C)Cc1ccccc1OC,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bcf90>,True,CNC(C)Cc1ccccc1OC
307.4,2.3,75.7,1,5,False,,,CCOc1ccc2nc(SCCN3CCOCC3)[nH]c2c1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd040>,True,CCOc1ccc2nc(SCCN3CCOCC3)[nH]c2c1
475.6,7.54,20.2,1,1,False,,,C[Se]CC1CC2C(CCC3(C)C(C(C)CCCC(C)C)CCC23)C2=C1CC(O)CC2,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd0b0>,True,C[Se]CC1CC2C(CCC3(C)C(C(C)CCCC(C)C)CCC23)C2=C1CC(O)CC2
842.6,-9.1,453.0,14,29,False,,,O=C(OCO)C1OC(OC2C(C(=O)OCO)OC(OC3C(C(=O)OCO)OC(OC4C(C(=O)OCO)OC(O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd120>,True,O=C(OCO)C1OC(OC2C(C(=O)OCO)OC(OC3C(C(=O)OCO)OC(OC4C(C(=O)OCO)OC(O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C(O)C1O
234.25,-7.82,141.0,5,7,False,,,O=C([O-])C(O)C(O)C(O)C(O)CO.[K+],<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd190>,True,O=C([O-])C(O)C(O)C(O)C(O)CO.[K+]
329.5,4.7,29.5,0,3,False,,,CCN(CC)CCCOC(=O)C1(c2ccccc2)CC2CCC1C2,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd200>,True,CCN(CC)CCCOC(=O)C1(c2ccccc2)CC2CCC1C2
280.3,4.0,35.5,0,3,False,,,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd270>,True,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1
328.8,2.0,88.9,1,4,False,,,NS(=O)(=O)c1cc2c(cc1Cl)CN(C1CCCCC1)C2=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd2e0>,True,NS(=O)(=O)c1cc2c(cc1Cl)CN(C1CCCCC1)C2=O
429.5,-1.0,149.0,5,6,False,,,N=C(N)c1ccc(CNC(=O)C2CCN2C(=O)C(NCC(=O)O)C2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd350>,True,N=C(N)c1ccc(CNC(=O)C2CCN2C(=O)C(NCC(=O)O)C2CCCCC2)cc1
1277.5,1.15,388.0,10,20,False,,,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd3c0>,True,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+]
230.33,2.2,52.6,1,2,False,,,Cc1sc2ccccc2c1CC1=NCCN1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd430>,True,Cc1sc2ccccc2c1CC1=NCCN1
185.63,1.9,54.4,1,2,False,,,O=c1[nH]sc2cc(Cl)ccc12,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd4a0>,True,O=c1[nH]sc2cc(Cl)ccc12
256.73,4.1,17.8,0,1,False,,,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd510>,True,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1
398.5,3.9,54.4,1,6,False,,,CC(=O)C1(O)CCC2C3CC(C(F)(F)F)C4=CC(=O)CCC4(C)C3CCC21C,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd580>,True,CC(=O)C1(O)CCC2C3CC(C(F)(F)F)C4=CC(=O)CCC4(C)C3CCC21C
477.4,4.4,80.0,1,5,False,,,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd5f0>,True,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12
458.4,-1.41,202.0,2,9,False,,,CC(=O)Oc1ccccc1C(=O)[O-].CC(=O)Oc1ccccc1C(=O)[O-].NC(N)=O.[Ca+2],<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd660>,True,CC(=O)Oc1ccccc1C(=O)[O-].CC(=O)Oc1ccccc1C(=O)[O-].NC(N)=O.[Ca+2]
400.6,6.4,74.6,2,3,False,,,CC(C)CCOc1ccc(NC(=S)Nc2ccc(OCCC(C)C)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd6d0>,True,CC(C)CCOc1ccc(NC(=S)Nc2ccc(OCCC(C)C)cc2)cc1
321.5,3.8,23.5,1,2,False,,,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd740>,True,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1
475.4,1.8,160.0,4,2,False,,,NC(=Nc1ccc(Cl)cc1)N=C(N)N1CCN(C(N)=NC(N)=Nc2ccc(Cl)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd7b0>,True,NC(=Nc1ccc(Cl)cc1)N=C(N)N1CCN(C(N)=NC(N)=Nc2ccc(Cl)cc2)CC1
367.5,3.7,49.8,1,4,False,,,CCOC(=O)C1(c2ccccc2)CCN(CCC(O)c2ccccc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd820>,True,CCOC(=O)C1(c2ccccc2)CCN(CCC(O)c2ccccc2)CC1
184.28,0.1,76.4,3,2,False,,,NC(N)=NCC1CCCCCCN1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd890>,True,NC(N)=NCC1CCCCCCN1
326.5,3.3,34.1,0,2,False,,,CCC(=O)C1(C)CCC2C3CCC4=CC(=O)CCC4=C3CCC21C,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd900>,True,CCC(=O)C1(C)CCC2C3CCC4=CC(=O)CCC4=C3CCC21C
257.07,4.4,61.6,1,2,False,,,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd970>,True,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl
158.16,-2.2,83.6,2,3,False,,,NC(=O)CN1CC(O)CC1=O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bd9e0>,True,NC(=O)CN1CC(O)CC1=O
505.2,6.2,59.3,0,4,False,,,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bda50>,True,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
460.15,-1.67,139.0,6,8,False,,,O=[As](O)(O)c1ccc(NCCNc2ccc([As](=O)(O)O)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bdac0>,True,O=[As](O)(O)c1ccc(NCCNc2ccc([As](=O)(O)O)cc2)cc1
171.2,-1.6,101.0,3,2,False,,,N=C(N=C(N)N)N1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bdb30>,True,N=C(N=C(N)N)N1CCOCC1
265.26,3.6,70.4,2,4,False,,,O=C(O)c1c(O)c(-c2ccccc2)nc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bdba0>,True,O=C(O)c1c(O)c(-c2ccccc2)nc2ccccc12
252.48,-5.19,116.0,5,7,False,,,O.O=[Si](O)O.O=[Si](O)O.[Al+3].[Al+3].[Mg+2],<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bdc10>,True,O.O=[Si](O)O.O=[Si](O)O.[Al+3].[Al+3].[Mg+2]
272.32,2.7,59.8,0,3,False,,,CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bdc80>,True,CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1
74.12,0.9,9.2,0,1,False,,,CCOCC,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bdcf0>,True,CCOCC
279.34,0.3,61.7,0,4,False,,,CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bdd60>,True,CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C
600.6,-9.81,301.0,8,18,False,,,CN(C)CC(=O)OCC(O)C(O)C(O)C(O)C(=O)[O-].CN(C)CC(=O)OCC(O)C(O)C(O)C(O)C(=O)[O-].[Ca+2],<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bddd0>,True,CN(C)CC(=O)OCC(O)C(O)C(O)C(O)C(=O)[O-].CN(C)CC(=O)OCC(O)C(O)C(O)C(O)C(=O)[O-].[Ca+2]
383.5,4.8,38.8,0,4,False,,,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bde40>,True,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1
304.5,4.1,37.3,1,2,False,,,CC1CC(=O)CC2CCC3C4CCC(O)C4(C)CCC3C12C,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bdeb0>,True,CC1CC(=O)CC2CCC3C4CCC(O)C4(C)CCC3C12C
445.6,3.1,117.0,1,6,False,,,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bdf20>,True,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2
300.4,3.6,37.3,1,2,False,,,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2bdf90>,True,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O
423.6,4.1,37.4,0,6,False,,,CCN(CC)CCOc1cccc(OCCN(CC)CC)c1OCCN(CC)CC,<rdkit.Chem.rdchem.Mol object at 0x7fa05d2be040>,True,CCN(CC)CCOc1cccc(OCCN(CC)CC)c1OCCN(CC)CC
